year,where_coordinates,latitude,longitude,geom_wkt,country,region,best
2018,Mapobu village,0.706544,29.608666999999997,POINT (29.608667 0.706544),DR Congo (Zaire),Africa,1
2018,Chechar town,34.91637,7.1243300000000005,POINT (7.124330 34.916370),Algeria,Africa,0
2018,Jilib town,0.49583299999999997,42.772778,POINT (42.772778 0.495833),Somalia,Africa,3
2018,Maiduguri town,11.84644,13.160274,POINT (13.160274 11.846440),Nigeria,Africa,1
2018,Sirkanay district,34.750462,71.118319,POINT (71.118319 34.750462),Afghanistan,Asia,3
2018,Shamal Gah village,32.4915,62.2442,POINT (62.244200 32.491500),Afghanistan,Asia,10
2018,Sangar valley,34.77067,70.36421800000001,POINT (70.364218 34.770670),Afghanistan,Asia,8
2018,Nawabad village,34.950184,69.795486,POINT (69.795486 34.950184),Afghanistan,Asia,3
2018,Kashani village,32.403335999999996,66.828629,POINT (66.828629 32.403336),Afghanistan,Asia,2
2018,Saliboko (Walendu Tatsi) village/groupement,1.7166669999999997,30.483333000000002,POINT (30.483333 1.716667),DR Congo (Zaire),Africa,1
2018,Bajaur Agency,34.757318,71.490673,POINT (71.490673 34.757318),Pakistan,Asia,2
2018,Jammu-Pakistan International Border (IB),32.665964,74.696123,POINT (74.696123 32.665964),India,Asia,0
2018,Long-Ameth village,6.636971000000001,29.819495,POINT (29.819495 6.636971),South Sudan,Africa,2
2018,Akobo town,7.783333,33.016667,POINT (33.016667 7.783333),South Sudan,Africa,0
2018,al-Ḩudaydah governorate,14.917317,43.192787,POINT (43.192787 14.917317),Yemen (North Yemen),Middle East,12
2018,Guma lga,7.96667,8.76667,POINT (8.766670 7.966670),Nigeria,Africa,0
2018,Mutanda village,-0.9590569999999999,29.116775,POINT (29.116775 -0.959057),DR Congo (Zaire),Africa,1
2018,Utcha village/groupement,1.8311509999999998,30.501607,POINT (30.501607 1.831151),DR Congo (Zaire),Africa,6
2018,Utcha village/groupement,1.8311509999999998,30.501607,POINT (30.501607 1.831151),DR Congo (Zaire),Africa,4
2018,Donetsk Oblast,48.14,37.74,POINT (37.740000 48.140000),Ukraine,Europe,1
2018,North Sinai governorate,30.5,33.7,POINT (33.700000 30.500000),Egypt,Middle East,4
2018,Cal Madow mountains (Puntland),10.977665,48.915939,POINT (48.915939 10.977665),Somalia,Africa,3
2018,Fortaleza town,-3.7172199999999997,-38.54306,POINT (-38.543060 -3.717220),Brazil,Americas,1
2018,Ashigashiya village,11.13562,13.88216,POINT (13.882160 11.135620),Cameroon,Africa,5
2018,Mundemba town,4.9479,8.8724,POINT (8.872400 4.947900),Cameroon,Africa,2
2018,Tche village,1.655791,30.523056,POINT (30.523056 1.655791),DR Congo (Zaire),Africa,4
2018,Ekok village,5.80696,8.85657,POINT (8.856570 5.806960),Cameroon,Africa,2
2018,Mahmudi Raqi town,35.016405999999996,69.344504,POINT (69.344504 35.016406),Afghanistan,Asia,3
2018,Gulran district,35.133102,61.570028,POINT (61.570028 35.133102),Afghanistan,Asia,4
2018,San Vicente del Caguán town,2.121722,-74.766141,POINT (-74.766141 2.121722),Colombia,Americas,3
2018,Tangdhar Sector,34.399863,73.862448,POINT (73.862448 34.399863),India,Asia,1
2018,Pusht Rod district,32.489323999999996,62.065236,POINT (62.065236 32.489324),Afghanistan,Asia,16
2018,South-West region,5.2,9.3,POINT (9.300000 5.200000),Cameroon,Africa,5
2018,Korozian,7.294544999999999,16.673503,POINT (16.673503 7.294545),Central African Republic,Africa,1
2018,Donets Basin Area,48.15,38.65,POINT (38.650000 48.150000),Ukraine,Europe,1
2018,Bagram district,34.927935999999995,69.333207,POINT (69.333207 34.927936),Afghanistan,Asia,5
2018,Dih Bala district,34.088452000000004,70.44381800000001,POINT (70.443818 34.088452),Afghanistan,Asia,0
2018,Luvangira village,1.6507,30.37453,POINT (30.374530 1.650700),DR Congo (Zaire),Africa,1
2018,I-n-Déliman well,15.8708,1.5198,POINT (1.519800 15.870800),Mali,Africa,2
2018,Sokolo town,14.7328,-6.1219,POINT (-6.121900 14.732800),Mali,Africa,7
2018,Rosarito town,32.360440000000004,-117.04645,POINT (-117.046450 32.360440),Mexico,Americas,2
2018,Waddan town,29.166071000000002,16.148508,POINT (16.148508 29.166071),Libya,Africa,4
2018,Jamame town,0.07222200000000001,42.750556,POINT (42.750556 0.072222),Somalia,Africa,4
2018,Lashkar Gah town,31.579996,64.37739599999999,POINT (64.377396 31.579996),Afghanistan,Asia,6
2018,N'Gouboua village,13.528020000000001,14.01735,POINT (14.017350 13.528020),Chad,Africa,2
2018,Bala Buluk district,32.771851,62.753066000000004,POINT (62.753066 32.771851),Afghanistan,Asia,16
2018,Dih Yak district,33.472932,68.657758,POINT (68.657758 33.472932),Afghanistan,Asia,8
2018,Bad Khana village,33.4557,69.9443,POINT (69.944300 33.455700),Afghanistan,Asia,4
2018,Zabul province,32.25,67.25,POINT (67.250000 32.250000),Afghanistan,Asia,3
2018,Qarabagh district (Ghazni),33.220631,67.996501,POINT (67.996501 33.220631),Afghanistan,Asia,0
2018,Southeastern Turkey,37.890868,42.526891,POINT (42.526891 37.890868),Turkey,Middle East,2
2018,Tangdhar Sector,34.399863,73.862448,POINT (73.862448 34.399863),India,Asia,2
2018,(Tola) Charka Pathar Village,24.684478,86.203639,POINT (86.203639 24.684478),India,Asia,1
2018,Iraq-Syria border,34.39018,40.985326,POINT (40.985326 34.390180),Iraq,Middle East,3
2018,Rodat district,34.273015,70.56796800000001,POINT (70.567968 34.273015),Afghanistan,Asia,0
2018,Pangaram Payen village,33.7923,68.9473,POINT (68.947300 33.792300),Afghanistan,Asia,5
2018,Cataingan town (Poblacion),12.003,123.992,POINT (123.992000 12.003000),Philippines,Asia,1
2018,Şa‘dah governorate,17.063404000000002,43.914882,POINT (43.914882 17.063404),Yemen (North Yemen),Middle East,15
2018,Mutanda village,-0.9590569999999999,29.116775,POINT (29.116775 -0.959057),DR Congo (Zaire),Africa,1
2018,Nahri Sarraj district (Greshk),31.829363,64.608526,POINT (64.608526 31.829363),Afghanistan,Asia,2
2018,Koroguiri village,14.7414,-5.3282,POINT (-5.328200 14.741400),Mali,Africa,3
2018,Nea Maidan village,36.2697,66.0584,POINT (66.058400 36.269700),Afghanistan,Asia,2
2018,Sheram area,36.229407,66.143985,POINT (66.143985 36.229407),Afghanistan,Asia,2
2018,Veracruz state,19.333333,-96.666667,POINT (-96.666667 19.333333),Mexico,Americas,1
2018,Ménaka cercle,15.7632,2.84,POINT (2.840000 15.763200),Mali,Africa,1
2018,Mbau village,0.65337,29.4956,POINT (29.495600 0.653370),DR Congo (Zaire),Africa,6
2018,Sambisa forest,11.25,13.416667000000002,POINT (13.416667 11.250000),Nigeria,Africa,3
2018,Balnoi village,33.60317,73.979198,POINT (73.979198 33.603170),India,Asia,2
2018,Dokuchaevsk town,47.75046,37.679359999999996,POINT (37.679360 47.750460),Ukraine,Europe,3
2018,Donets Basin Area,48.15,38.65,POINT (38.650000 48.150000),Ukraine,Europe,2
2018,Harare city,-17.817777,31.044721999999997,POINT (31.044722 -17.817777),Zimbabwe (Rhodesia),Africa,1
2018,Now Shahr Lale Zai village,36.7114,66.5623,POINT (66.562300 36.711400),Afghanistan,Asia,7
2018,Ndjaudha groupement,2.0,30.6,POINT (30.600000 2.000000),DR Congo (Zaire),Africa,2
2018,Farah town,32.373795,62.1157,POINT (62.115700 32.373795),Afghanistan,Asia,3
2018,Shinkay district,31.918721,67.15178900000001,POINT (67.151789 31.918721),Afghanistan,Asia,2
2018,Dawlatabad district (Faryab),36.53662,65.058995,POINT (65.058995 36.536620),Afghanistan,Asia,2
2018,Nagorno-Karabakh,40.0,46.583333,POINT (46.583333 40.000000),Azerbaijan,Europe,1
2018,"Lanzi Village, Etapalli District",19.655852,80.30592299999999,POINT (80.305923 19.655852),India,Asia,1
2018,Iza village,11.38533,13.689429999999998,POINT (13.689430 11.385330),Nigeria,Africa,1
2018,Nangarhar province,34.33333,70.41667,POINT (70.416670 34.333330),Afghanistan,Asia,4
2018,T-Junction village,11.448477,13.759141,POINT (13.759141 11.448477),Nigeria,Africa,1
2018,Donets Basin Area,48.15,38.65,POINT (38.650000 48.150000),Ukraine,Europe,1
2018,Zabul province,32.25,67.25,POINT (67.250000 32.250000),Afghanistan,Asia,4
2018,Farah province,32.5,62.5,POINT (62.500000 32.500000),Afghanistan,Asia,4
2018,Badghis province,35.0,63.75,POINT (63.750000 35.000000),Afghanistan,Asia,4
2018,Faryab province,36.25,64.83333,POINT (64.833330 36.250000),Afghanistan,Asia,4
2018,Idrīs Khabāz village,35.491227,44.161218,POINT (44.161218 35.491227),Iraq,Middle East,2
2018,Takhar province,36.66667,69.75,POINT (69.750000 36.666670),Afghanistan,Asia,4
2018,Balkh province,36.75,67.0,POINT (67.000000 36.750000),Afghanistan,Asia,4
2018,Nimroz province,31.0,62.5,POINT (62.500000 31.000000),Afghanistan,Asia,4
2018,Hilmand province,31.0,64.0,POINT (64.000000 31.000000),Afghanistan,Asia,4
2018,Laghman province,34.783333,70.18333299999999,POINT (70.183333 34.783333),Afghanistan,Asia,4
2018,Kapisa province,35.0,69.58333,POINT (69.583330 35.000000),Afghanistan,Asia,4
2018,Paktya province,33.666667,69.33333,POINT (69.333330 33.666667),Afghanistan,Asia,4
2018,Logar province,34.0,69.25,POINT (69.250000 34.000000),Afghanistan,Asia,3
2018,Djenné cercle,13.958393,-4.618199,POINT (-4.618199 13.958393),Mali,Africa,1
2018,Ghazni province,33.33333,67.75,POINT (67.750000 33.333330),Afghanistan,Asia,3
2018,Kandahar province,31.0,65.75,POINT (65.750000 31.000000),Afghanistan,Asia,3
2018,Uruzgan province,32.83333,66.0,POINT (66.000000 32.833330),Afghanistan,Asia,3
2018,Dara-i-Pech district (Manogai),34.95455,70.914272,POINT (70.914272 34.954550),Afghanistan,Asia,3
2018,Goshta district,34.448440999999995,70.86699,POINT (70.866990 34.448441),Afghanistan,Asia,4
2018,Penekusu locality,-3.4399309999999996,27.189646999999997,POINT (27.189647 -3.439931),DR Congo (Zaire),Africa,8
2018,Kirkūk town,35.468056,44.392222,POINT (44.392222 35.468056),Iraq,Middle East,1
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,45
2018,Sambisa forest,11.25,13.416667000000002,POINT (13.416667 11.250000),Nigeria,Africa,5
2018,Cross River state,5.75,8.5,POINT (8.500000 5.750000),Nigeria,Africa,1
2018,I-n-Déliman well,15.8708,1.5198,POINT (1.519800 15.870800),Mali,Africa,6
2018,Kunjak village,37.123821,68.987602,POINT (68.987602 37.123821),Afghanistan,Asia,4
2018,Khwaja Umari district,33.675469,68.421723,POINT (68.421723 33.675469),Afghanistan,Asia,1
2018,Mihtarlam town,34.663769,70.20739,POINT (70.207390 34.663769),Afghanistan,Asia,9
2018,Lower and Middle Juba regions,1.382664,42.423297,POINT (42.423297 1.382664),Somalia,Africa,0
2018,Lashkar Gah town,31.579996,64.37739599999999,POINT (64.377396 31.579996),Afghanistan,Asia,2
2018,Fortaleza town,-3.7172199999999997,-38.54306,POINT (-38.543060 -3.717220),Brazil,Americas,3
2018,Donetsk Oblast,48.14,37.74,POINT (37.740000 48.140000),Ukraine,Europe,2
2018,Tala Wa Barfak district,35.273939,68.377712,POINT (68.377712 35.273939),Afghanistan,Asia,9
2018,Wan Alel town,7.524265,28.927618,POINT (28.927618 7.524265),South Sudan,Africa,21
2018,Mourzouq town,25.904444,13.897222,POINT (13.897222 25.904444),Libya,Africa,3
2018,Gahise colline,-3.074276,29.734357,POINT (29.734357 -3.074276),Burundi,Africa,1
2018,Bria town,6.542330000000001,21.98633,POINT (21.986330 6.542330),Central African Republic,Africa,1
2018,South-West region,5.2,9.3,POINT (9.300000 5.200000),Cameroon,Africa,1
2018,Kabul city,34.531094,69.162796,POINT (69.162796 34.531094),Afghanistan,Asia,4
2018,Nad Ali district (Marja),31.625940999999997,63.861444999999996,POINT (63.861445 31.625941),Afghanistan,Asia,3
2018,Bala Buluk district,32.771851,62.753066000000004,POINT (62.753066 32.771851),Afghanistan,Asia,10
2018,Sangin district,32.120374,64.994325,POINT (64.994325 32.120374),Afghanistan,Asia,10
2018,Kanesk village,32.503494,62.310207,POINT (62.310207 32.503494),Afghanistan,Asia,27
2018,Pana village,33.0998,68.308,POINT (68.308000 33.099800),Afghanistan,Asia,15
2018,Talani village,32.620495,65.821892,POINT (65.821892 32.620495),Afghanistan,Asia,2
2018,"Dobu Achakpek Village, Songsak Sub-District",25.553979,90.761726,POINT (90.761726 25.553979),India,Asia,1
2018,Guanajuato state,21.0,-101.0,POINT (-101.000000 21.000000),Mexico,Americas,5
2018,Cross River state,5.75,8.5,POINT (8.500000 5.750000),Nigeria,Africa,1
2018,Abong-abong village,6.50373,121.900576,POINT (121.900576 6.503730),Philippines,Asia,6
2018,‘Adan town,12.779444,45.036667,POINT (45.036667 12.779444),Yemen (North Yemen),Middle East,14
2018,Tibú town,8.638955000000001,-72.73583,POINT (-72.735830 8.638955),Colombia,Americas,3
2018,Guanajuato state,21.0,-101.0,POINT (-101.000000 21.000000),Mexico,Americas,6
2018,Şırnak province,37.449444,42.574444,POINT (42.574444 37.449444),Turkey,Middle East,1
2018,Sabha town,27.037662,14.428325,POINT (14.428325 27.037662),Libya,Africa,5
2018,Djibo town,14.0994,-1.62554,POINT (-1.625540 14.099400),Burkina Faso,Africa,2
2018,Kanyatsi village,-0.900603,29.181433000000002,POINT (29.181433 -0.900603),DR Congo (Zaire),Africa,2
2018,Sharonikay village,32.293198,69.146393,POINT (69.146393 32.293198),Afghanistan,Asia,3
2018,Kaiga Kindjiria village,13.964542999999999,13.696473999999998,POINT (13.696474 13.964543),Chad,Africa,56
2018,Yahya Khel village,32.9361,68.6491,POINT (68.649100 32.936100),Afghanistan,Asia,4
2018,Kinshasa city,-4.329722,15.315,POINT (15.315000 -4.329722),DR Congo (Zaire),Africa,1
2018,Mbandaka town,0.06666699999999999,18.266667,POINT (18.266667 0.066667),DR Congo (Zaire),Africa,1
2018,Kibirizi village,-0.908117,29.203041,POINT (29.203041 -0.908117),DR Congo (Zaire),Africa,9
2018,Srinagar town,34.080399,74.82338299999999,POINT (74.823383 34.080399),India,Asia,1
2018,Gercüş district,37.566389,41.384444,POINT (41.384444 37.566389),Turkey,Middle East,8
2018,Markounda town,7.627680000000001,16.963783,POINT (16.963783 7.627680),Central African Republic,Africa,0
2018,Gaza Strip,31.425074,34.373398,POINT (34.373398 31.425074),Israel,Middle East,1
2018,Chrari Sharief town,33.89118,74.796802,POINT (74.796802 33.891180),India,Asia,1
2018,Kirkūk town,35.468056,44.392222,POINT (44.392222 35.468056),Iraq,Middle East,1
2018,Pujari Kanker Village,18.325895000000003,80.7863,POINT (80.786300 18.325895),India,Asia,11
2018,Tijuana town,32.5027,-117.00371000000001,POINT (-117.003710 32.502700),Mexico,Americas,5
2018,Pashtun Kot district,35.821369,64.765051,POINT (64.765051 35.821369),Afghanistan,Asia,12
2018,Guanajuato state,21.0,-101.0,POINT (-101.000000 21.000000),Mexico,Americas,2
2018,Zabul province,32.25,67.25,POINT (67.250000 32.250000),Afghanistan,Asia,5
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,1
2018,Guanajuato state,21.0,-101.0,POINT (-101.000000 21.000000),Mexico,Americas,1
2018,Magde Werne village,11.31433,13.847660000000001,POINT (13.847660 11.314330),Nigeria,Africa,7
2018,Mutanda village,-0.9590569999999999,29.116775,POINT (29.116775 -0.959057),DR Congo (Zaire),Africa,11
2018,Lashkar Gah town,31.579996,64.37739599999999,POINT (64.377396 31.579996),Afghanistan,Asia,3
2018,Bani Bangou town,14.538053,2.7072830000000003,POINT (2.707283 14.538053),Niger,Africa,0
2018,Al ‘Arish town,31.128659999999996,33.797117,POINT (33.797117 31.128660),Egypt,Middle East,14
2018,Gatare colline,-2.434701,30.259615999999998,POINT (30.259616 -2.434701),Burundi,Africa,2
2018,Luhansk Oblast,48.92,39.02,POINT (39.020000 48.920000),Ukraine,Europe,1
2018,San Agustin del Maiz town,19.898279000000002,-101.164523,POINT (-101.164523 19.898279),Mexico,Americas,2
2018,Dawlatabad district (Faryab),36.53662,65.058995,POINT (65.058995 36.536620),Afghanistan,Asia,11
2018,Mayen village,11.34028,13.89524,POINT (13.895240 11.340280),Nigeria,Africa,7
2018,Bwalanda village,-0.9816549999999999,29.111321999999998,POINT (29.111322 -0.981655),DR Congo (Zaire),Africa,9
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,0
2018,Lombelo secteur,-5.422448,21.939726,POINT (21.939726 -5.422448),DR Congo (Zaire),Africa,14
2018,Yei town,4.0944400000000005,30.67639,POINT (30.676390 4.094440),South Sudan,Africa,1
2018,Kaguma town,1.293389,30.252221999999996,POINT (30.252222 1.293389),DR Congo (Zaire),Africa,1
2018,Jilib town,0.49583299999999997,42.772778,POINT (42.772778 0.495833),Somalia,Africa,2
2018,Mutoyi colline,-3.212016,29.970864000000002,POINT (29.970864 -3.212016),Burundi,Africa,1
2018,Alkirenik village,11.28796,13.926670000000001,POINT (13.926670 11.287960),Nigeria,Africa,7
2018,Surdewala Clan village,11.235157000000001,13.879826999999999,POINT (13.879827 11.235157),Nigeria,Africa,6
2018,Kucha Kucha Clan village,11.22436,13.894717000000002,POINT (13.894717 11.224360),Nigeria,Africa,6
2018,Gwoza lga,11.103593,13.712983,POINT (13.712983 11.103593),Nigeria,Africa,2
2018,Biu-Damboa road,10.91729,12.514961999999999,POINT (12.514962 10.917290),Nigeria,Africa,2
2018,Nangarhar province,34.33333,70.41667,POINT (70.416670 34.333330),Afghanistan,Asia,26
2018,Lashkar Gah town,31.579996,64.37739599999999,POINT (64.377396 31.579996),Afghanistan,Asia,7
2018,Nuralam village,34.8582,70.4434,POINT (70.443400 34.858200),Afghanistan,Asia,3
2018,Waghjan bazar,34.1543,69.0701,POINT (69.070100 34.154300),Afghanistan,Asia,2
2018,Modit village,7.655695,32.097278,POINT (32.097278 7.655695),South Sudan,Africa,4
2018,Tral town,33.919908,75.11783199999999,POINT (75.117832 33.919908),India,Asia,1
2018,Palamu District,23.91667,84.08333,POINT (84.083330 23.916670),India,Asia,4
2018,Hajan town,34.277982,74.640247,POINT (74.640247 34.277982),India,Asia,1
2018,Luvangira village,1.6507,30.37453,POINT (30.374530 1.650700),DR Congo (Zaire),Africa,1
2018,Bardera town,2.338564,42.285637,POINT (42.285637 2.338564),Somalia,Africa,5
2018,Modit village,7.655695,32.097278,POINT (32.097278 7.655695),South Sudan,Africa,9
2018,Kikuku village,-0.9811110000000001,29.071666999999998,POINT (29.071667 -0.981111),DR Congo (Zaire),Africa,3
2018,Nihm district,15.742412,44.574582,POINT (44.574582 15.742412),Yemen (North Yemen),Middle East,7
2018,Bwalanda village,-0.9816549999999999,29.111321999999998,POINT (29.111322 -0.981655),DR Congo (Zaire),Africa,11
2018,Fortaleza town,-3.7172199999999997,-38.54306,POINT (-38.543060 -3.717220),Brazil,Americas,1
2018,Darzab district,36.000861,65.381948,POINT (65.381948 36.000861),Afghanistan,Asia,9
2018,Hatay province,36.5,36.25,POINT (36.250000 36.500000),Turkey,Middle East,1
2018,Djoura village,14.886551,-5.222638,POINT (-5.222638 14.886551),Mali,Africa,6
2018,Pashtun Kot district,35.821369,64.765051,POINT (64.765051 35.821369),Afghanistan,Asia,1
2018,Meru town,0.04626,37.65587,POINT (37.655870 0.046260),Kenya,Africa,1
2018,Nekemte town,9.08333,36.55,POINT (36.550000 9.083330),Ethiopia,Africa,1
2018,Kandahar-Uruzgan highway,32.437563,65.972462,POINT (65.972462 32.437563),Afghanistan,Asia,6
2018,Faafax Dhuun locality,2.20586,41.62493,POINT (41.624930 2.205860),Somalia,Africa,40
2018,Tshele village,1.8759810000000001,30.338283,POINT (30.338283 1.875981),DR Congo (Zaire),Africa,4
2018,Demsa lga,9.416667,12.133333,POINT (12.133333 9.416667),Nigeria,Africa,20
2018,Reg district (Hilmand),30.151059999999998,63.879346,POINT (63.879346 30.151060),Afghanistan,Asia,13
2018,Khwaja Sabz Posh district,36.055429,64.978235,POINT (64.978235 36.055429),Afghanistan,Asia,3
2018,Cúcuta town,7.8939070000000005,-72.50782099999999,POINT (-72.507821 7.893907),Colombia,Americas,5
2018,Dz'na groupement,2.017111,30.623056,POINT (30.623056 2.017111),DR Congo (Zaire),Africa,1
2018,Almar district,35.956633000000004,64.295198,POINT (64.295198 35.956633),Afghanistan,Asia,1
2018,Luvangira village,1.6507,30.37453,POINT (30.374530 1.650700),DR Congo (Zaire),Africa,1
2018,Quetta Town,30.183333,67.0,POINT (67.000000 30.183333),Pakistan,Asia,2
2018,Chikide Clan village,11.0827,13.7686,POINT (13.768600 11.082700),Nigeria,Africa,4
2018,Kamkanar village,18.798303,81.03417900000001,POINT (81.034179 18.798303),India,Asia,1
2018,Kebkabiya district,13.65,24.08333,POINT (24.083330 13.650000),Sudan,Africa,1
2018,Şa‘dah governorate,17.063404000000002,43.914882,POINT (43.914882 17.063404),Yemen (North Yemen),Middle East,5
2018,Nantaka village,14.54091,-4.214580000000001,POINT (-4.214580 14.540910),Mali,Africa,1
2018,Nahri Sarraj district (Greshk),31.829363,64.608526,POINT (64.608526 31.829363),Afghanistan,Asia,3
2018,Chinine hill,11.07553,13.794989999999999,POINT (13.794990 11.075530),Nigeria,Africa,3
2018,Waajid district,3.8082279999999997,43.247628999999996,POINT (43.247629 3.808228),Somalia,Africa,1
2018,Darzab district,36.000861,65.381948,POINT (65.381948 36.000861),Afghanistan,Asia,14
2018,Quetta Town,30.183333,67.0,POINT (67.000000 30.183333),Pakistan,Asia,4
2018,North Sinai governorate,30.5,33.7,POINT (33.700000 30.500000),Egypt,Middle East,15
2018,Tala Wa Barfak district,35.273939,68.377712,POINT (68.377712 35.273939),Afghanistan,Asia,9
2018,Sabha town,27.037662,14.428325,POINT (14.428325 27.037662),Libya,Africa,1
2018,Tulu village,12.81667,26.28333,POINT (26.283330 12.816670),Sudan,Africa,1
2018,Kosa Qala village,36.05422,64.85611,POINT (64.856110 36.054220),Afghanistan,Asia,2
2018,"LoC, Sunderbani Sector",33.053693,74.457382,POINT (74.457382 33.053693),India,Asia,3
2018,Darqad district,37.459181,69.508678,POINT (69.508678 37.459181),Afghanistan,Asia,7
2018,Makrani village,34.0592,70.6046,POINT (70.604600 34.059200),Afghanistan,Asia,4
2018,Qaziyan village,34.82845,69.67004,POINT (69.670040 34.828450),Afghanistan,Asia,3
2018,Kamangar town,36.960995000000004,65.092392,POINT (65.092392 36.960995),Afghanistan,Asia,2
2018,Şa‘dah town,16.940208,43.763935,POINT (43.763935 16.940208),Yemen (North Yemen),Middle East,7
2018,al-Ḩudaydah governorate,14.917317,43.192787,POINT (43.192787 14.917317),Yemen (North Yemen),Middle East,5
2018,Yamgan district,36.427881,70.798022,POINT (70.798022 36.427881),Afghanistan,Asia,2
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,3
2018,Walendu Djatsi Chefferie,1.7,30.3,POINT (30.300000 1.700000),DR Congo (Zaire),Africa,1
2018,Maze village,1.7894759999999998,30.561306,POINT (30.561306 1.789476),DR Congo (Zaire),Africa,34
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,3
2018,Hajan town,34.277982,74.640247,POINT (74.640247 34.277982),India,Asia,1
2018,Tunceli province,39.083333,39.5,POINT (39.500000 39.083333),Turkey,Middle East,1
2018,al-Bayḑā’ governorate,14.341660000000001,45.394420000000004,POINT (45.394420 14.341660),Yemen (North Yemen),Middle East,18
2018,Bangassou  town,4.838954,23.117389000000003,POINT (23.117389 4.838954),Central African Republic,Africa,1
2018,Pusht Rod district,32.489323999999996,62.065236,POINT (62.065236 32.489324),Afghanistan,Asia,10
2018,Waghaz district,33.414025,68.207658,POINT (68.207658 33.414025),Afghanistan,Asia,4
2018,Hisarak district,34.281645000000005,69.770149,POINT (69.770149 34.281645),Afghanistan,Asia,2
2018,Hilmand province,31.0,64.0,POINT (64.000000 31.000000),Afghanistan,Asia,3
2018,Afghanistan,33.0,65.0,POINT (65.000000 33.000000),Afghanistan,Asia,9
2018,Guadalajara town,20.666823,-103.391824,POINT (-103.391824 20.666823),Mexico,Americas,1
2018,Feina Sug village,12.859881,24.513762,POINT (24.513762 12.859881),Sudan,Africa,6
2018,Caldono town,2.797395,-76.483165,POINT (-76.483165 2.797395),Colombia,Americas,2
2018,Lekitaba village,6.816303,11.233413,POINT (11.233413 6.816303),Nigeria,Africa,3
2018,North Sinai governorate,30.5,33.7,POINT (33.700000 30.500000),Egypt,Middle East,14
2018,Leme village,6.749681,11.200111999999999,POINT (11.200112 6.749681),Nigeria,Africa,3
2018,Fortaleza town,-3.7172199999999997,-38.54306,POINT (-38.543060 -3.717220),Brazil,Americas,3
2018,Nguroje village,6.96012,11.11628,POINT (11.116280 6.960120),Nigeria,Africa,4
2018,Oaxaca state,17.0,-96.5,POINT (-96.500000 17.000000),Mexico,Americas,7
2018,Feina Sug village,12.859881,24.513762,POINT (24.513762 12.859881),Sudan,Africa,3
2018,Bani,7.003485,22.831086,POINT (22.831086 7.003485),Central African Republic,Africa,1
2018,Ouagadougou city,12.370277999999999,-1.524722,POINT (-1.524722 12.370278),Burkina Faso,Africa,16
2018,Fino locality,3.614372,41.536833,POINT (41.536833 3.614372),Kenya,Africa,6
2018,Alindao town,5.026665,21.208762,POINT (21.208762 5.026665),Central African Republic,Africa,6
2018,Rann town,12.28295,14.47243,POINT (14.472430 12.282950),Nigeria,Africa,13
2018,Afgoye town,2.15,45.116667,POINT (45.116667 2.150000),Somalia,Africa,5
2018,LoC Bhimber district,33.03,74.29,POINT (74.290000 33.030000),Pakistan,Asia,2
2018,Balad town,2.35,45.383333,POINT (45.383333 2.350000),Somalia,Africa,5
2018,Balad town,2.35,45.383333,POINT (45.383333 2.350000),Somalia,Africa,2
2018,Road between Mogadishu city and Afgoye town,2.0687580000000003,45.231075,POINT (45.231075 2.068758),Somalia,Africa,6
2018,Faafax Dhuun locality,2.20586,41.62493,POINT (41.624930 2.205860),Somalia,Africa,15
2018,Kalungu location,-1.75,29.01,POINT (29.010000 -1.750000),DR Congo (Zaire),Africa,1
2018,Kabul city,34.531094,69.162796,POINT (69.162796 34.531094),Afghanistan,Asia,0
2018,Imam Sahib district,37.105713,68.851658,POINT (68.851658 37.105713),Afghanistan,Asia,3
2018,Khaki Safed district,32.755167,62.073124,POINT (62.073124 32.755167),Afghanistan,Asia,0
2018,Yosufkhel village,33.8985,68.6618,POINT (68.661800 33.898500),Afghanistan,Asia,2
2018,Loga location,1.6833330000000002,30.4,POINT (30.400000 1.683333),DR Congo (Zaire),Africa,2
2018,Khan Younis town,31.344444,34.303056,POINT (34.303056 31.344444),Israel,Middle East,1
2018,Chakna Bash Qadaq village,36.0283,65.2001,POINT (65.200100 36.028300),Afghanistan,Asia,13
2018,Kumaki Bache village,34.921,71.2403,POINT (71.240300 34.921000),Afghanistan,Asia,5
2018,Central Equatoria state,4.75,31.0,POINT (31.000000 4.750000),South Sudan,Africa,0
2018,Mogadishu city,2.066667,45.366667,POINT (45.366667 2.066667),Somalia,Africa,1
2018,Erengeti village,0.851741,29.612244,POINT (29.612244 0.851741),DR Congo (Zaire),Africa,7
2018,Dirokpa village,1.8050650000000001,30.432471999999997,POINT (30.432472 1.805065),DR Congo (Zaire),Africa,3
2018,Şālah town,13.561642,44.044034,POINT (44.044034 13.561642),Yemen (North Yemen),Middle East,1
2018,Momo département,6.0,10.25,POINT (10.250000 6.000000),Cameroon,Africa,2
2018,Chiro Zuria woreda,9.083333,40.866667,POINT (40.866667 9.083333),Ethiopia,Africa,1
